id,batch_id,sheet,entity,cat_table,row_index,raw_row,normalized_row,status,messages,created_at,action,target_table,target_id,before_snapshot,after_snapshot,applied_at,rolled_back_at
4f7e6170-f8d2-44ce-a96e-59ecafe577e1,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,3,"{""ma"": ""AUGIER"", ""ten"": ""AUGIER"", ""mo_ta"": ""Nhà sản xuất hệ thống nguồn điện, điều khiển và giám sát cho chiếu sáng sân bay và hạ tầng kỹ thuật."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã bổ sung theo thông tin công khai của hãng."", ""xuat_xu"": ""Pháp"", ""trang_web"": ""https://www.augier.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
7852532d-ad9c-4cc2-9759-1fb43bbb25af,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,4,"{""ma"": ""APC"", ""ten"": ""APC by Schneider Electric"", ""mo_ta"": ""Thương hiệu UPS, PDU, chống sét và hạ tầng nguồn/trung tâm dữ liệu thuộc Schneider Electric."", ""thu_tu"": ""0"", ""ghi_chu"": ""APC hiện là thương hiệu của Schneider Electric."", ""xuat_xu"": ""Hoa Kỳ"", ""trang_web"": ""https://www.apc.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
5bb226c7-478d-449a-ae01-2f34303c0920,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,5,"{""ma"": ""AT3W"", ""ten"": ""AT3W"", ""mo_ta"": ""Thương hiệu hệ thống chống sét trực tiếp và kim thu sét phát tia tiên đạo của Aplicaciones Tecnológicas."", ""thu_tu"": ""0"", ""ghi_chu"": ""AT3W là thương hiệu/sản phẩm của Aplicaciones Tecnológicas, S.A."", ""xuat_xu"": ""Tây Ban Nha"", ""trang_web"": ""https://at3w.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
df411e56-cb1f-414a-a3f2-bd6bfe0d854a,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,6,"{""ma"": ""BELFORT"", ""ten"": ""Belfort Instrument"", ""mo_ta"": ""Nhà sản xuất thiết bị khí tượng, tiêu biểu là máy đo gió, mưa, khí áp và thiết bị ghi dữ liệu thời tiết."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã bổ sung theo thông tin công khai của hãng."", ""xuat_xu"": ""Hoa Kỳ"", ""trang_web"": ""https://www.belfortinstrument.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
2519eb1f-7297-4c0b-b837-829c2e04d043,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,7,"{""ma"": ""BIRAL"", ""ten"": ""Biral"", ""mo_ta"": ""Nhà sản xuất cảm biến tầm nhìn, thời tiết hiện tại và phát hiện giông sét cho hàng không và môi trường."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã gộp các bản ghi trùng/biến thể: BIRAL, BRIAL."", ""xuat_xu"": ""Vương quốc Anh"", ""trang_web"": ""https://www.biral.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
c342c9dd-b628-4d5f-a4e8-13135c76541a,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,8,"{""ma"": ""CISCO"", ""ten"": ""Cisco"", ""mo_ta"": ""Nhà cung cấp thiết bị và giải pháp mạng, an ninh mạng, truyền thông hợp nhất và trung tâm dữ liệu."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã gộp các bản ghi trùng/biến thể: CISCO, CISCO_2."", ""xuat_xu"": ""Hoa Kỳ"", ""trang_web"": ""https://www.cisco.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
4cfee4a5-b6bb-481a-a6ac-20eb2d725578,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,9,"{""ma"": ""CITEL"", ""ten"": ""CITEL"", ""mo_ta"": ""Nhà sản xuất thiết bị chống sét lan truyền cho nguồn điện, viễn thông, dữ liệu và hệ thống RF."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã bổ sung theo thông tin công khai của hãng."", ""xuat_xu"": ""Pháp"", ""trang_web"": ""https://citel.fr/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
d09d9df3-a245-49fe-ac68-d66f9a2caf99,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,10,"{""ma"": ""COMERGON"", ""ten"": ""ComErgon"", ""mo_ta"": ""Nhà phát triển và sản xuất bộ chuyển đổi, lặp tín hiệu và linh kiện giao tiếp dữ liệu nối tiếp RS-232/RS-422/RS-485."", ""thu_tu"": ""0"", ""ghi_chu"": ""Tên thương hiệu chuẩn hóa là ComErgon."", ""xuat_xu"": ""Slovakia"", ""trang_web"": ""https://www.comergon.sk/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
f23d03b8-024f-4303-8d5c-07e45061e11a,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,11,"{""ma"": ""COMPLETECH"", ""ten"": ""CompleTech"", ""mo_ta"": ""Nhà sản xuất ăng-ten và linh kiện RF/viễn thông cho mạng vô tuyến chuyên dụng."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã gộp các bản ghi trùng/biến thể: COMPLETECH, COMPLETECH_2."", ""xuat_xu"": ""Phần Lan"", ""trang_web"": ""https://www.completech.fi/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
02777a7b-d3a8-4069-bb82-f9860a28a184,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,12,"{""ma"": ""D_LINK"", ""ten"": ""D-Link"", ""mo_ta"": ""Nhà sản xuất thiết bị mạng: switch, router, Wi-Fi, camera IP và giải pháp kết nối."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã gộp các bản ghi trùng/biến thể: D_LINK, DLINK."", ""xuat_xu"": ""Đài Loan"", ""trang_web"": ""https://www.dlink.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
f456e12a-b740-47e6-ab5d-045b23c3db88,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,13,"{""ma"": ""DATATAKER"", ""ten"": ""dataTaker"", ""mo_ta"": ""Thương hiệu bộ ghi dữ liệu và hệ thống thu thập dữ liệu dùng trong công nghiệp, môi trường và nghiên cứu."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã gộp các bản ghi trùng/biến thể: DATATAKER, DATATAKER_PTY_LTD."", ""xuat_xu"": ""Úc"", ""trang_web"": ""https://www.datataker.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
01559361-29f5-409f-aee2-b21f28a5ad12,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,14,"{""ma"": ""DELL"", ""ten"": ""Dell Technologies"", ""mo_ta"": ""Nhà sản xuất máy tính, máy chủ, lưu trữ, thiết bị mạng và giải pháp hạ tầng CNTT."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã gộp các bản ghi trùng/biến thể: DELL, DELL_2."", ""xuat_xu"": ""Hoa Kỳ"", ""trang_web"": ""https://www.dell.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
49bb3c99-c6ca-4641-8719-c489381d76c2,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,15,"{""ma"": ""DICOM_HME"", ""ten"": ""DICOM Corporation"", ""mo_ta"": ""Nhà sản xuất và tích hợp hệ thống thông tin liên lạc trọng yếu và khí tượng hàng không cho ATM, sân bay và quốc phòng."", ""thu_tu"": ""0"", ""ghi_chu"": ""Tên thương hiệu chuẩn hóa là DICOM Corporation; “HME” có thể là ký hiệu model/hệ thống."", ""xuat_xu"": ""Việt Nam"", ""trang_web"": ""https://dicomcorp.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
b4e64b74-5a15-4289-9d6f-3d1dc6138552,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,16,"{""ma"": ""DRACO_VARIO"", ""ten"": ""IHSE"", ""mo_ta"": ""Dòng thiết bị mở rộng/chuyển mạch KVM Draco vario của IHSE, dùng truyền tín hiệu máy tính qua cáp đồng hoặc quang."", ""thu_tu"": ""0"", ""ghi_chu"": ""Draco vario là dòng sản phẩm KVM của thương hiệu IHSE."", ""xuat_xu"": ""Đức"", ""trang_web"": ""https://www.ihse.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
6e22c242-1c83-4cda-bde9-933405eef687,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,17,"{""ma"": ""EIZO"", ""ten"": ""EIZO"", ""mo_ta"": ""Nhà sản xuất màn hình chuyên dụng cho kiểm soát không lưu, y tế, đồ họa và công nghiệp."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã bổ sung theo thông tin công khai của hãng."", ""xuat_xu"": ""Nhật Bản"", ""trang_web"": ""https://www.eizoglobal.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
f529ae8f-5c20-420e-8a8b-d7de830a95c1,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,18,"{""ma"": ""ELIASSON"", ""ten"": ""Eliasson"", ""mo_ta"": ""Thương hiệu thiết bị đo độ cao trần mây (ceilometer) và quan trắc khí tượng; hiện thuộc Mesotech International."", ""thu_tu"": ""0"", ""ghi_chu"": ""Tên đúng là Eliasson; hiện là một công ty thuộc Mesotech International."", ""xuat_xu"": ""Thụy Điển"", ""trang_web"": ""https://eliasson.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
b1447f90-f369-4991-afd2-97978e2f94fa,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,7. Vị trí,danh_muc,dm_vi_tri,14,"{""ma"": ""TRAM_32_GIONG"", ""ten"": ""Trạm 32-GIÔNG"", ""thu_tu"": ""36"", ""cap_cha"": ""Chu Lai""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
2f0e0c8c-6319-4d02-8c37-85a86832e483,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,1. Phân loại,danh_muc,dm_phan_loai,1,"{""ma"": ""N1"", ""ten"": ""Nhóm 1"", ""thu_tu"": ""1""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
e29828f2-6ddb-4a5d-b9a1-5e4930bd4dc4,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,1. Phân loại,danh_muc,dm_phan_loai,2,"{""ma"": ""N2"", ""ten"": ""Nhóm 2"", ""thu_tu"": ""2""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
d4cd9622-ccfd-4021-a994-48ea0d1e9907,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,1. Phân loại,danh_muc,dm_phan_loai,3,"{""ma"": ""N3"", ""ten"": ""Nhóm 3"", ""thu_tu"": ""3""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
31ee253f-4223-4481-b8e9-e7dc07c632df,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,2. Nhóm hệ thống,danh_muc,dm_nhom_he_thong,1,"{""ma"": ""AMHS"", ""ten"": ""AMHS"", ""mo_ta"": ""Hệ thống xử lý điện văn hàng không (Aeronautical Message Handling System)."", ""thu_tu"": ""5"", ""phan_loai"": ""Nhóm 1""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
9fa2574f-aca6-461c-ad7b-c9d1d62b1d02,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,2. Nhóm hệ thống,danh_muc,dm_nhom_he_thong,2,"{""ma"": ""GHI_AM"", ""ten"": ""Ghi âm"", ""mo_ta"": ""Hệ thống ghi âm thoại/dữ liệu phục vụ khai thác và giám sát thông tin hàng không."", ""thu_tu"": ""6"", ""phan_loai"": ""Nhóm 1""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
f78b8a7b-e6d3-4867-84d2-c63a4b55c82e,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,2. Nhóm hệ thống,danh_muc,dm_nhom_he_thong,3,"{""ma"": ""AWOS"", ""ten"": ""AWOS"", ""thu_tu"": ""4"", ""phan_loai"": ""Nhóm 1""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
5a346000-e3d6-48f2-85eb-5e666df42e58,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,2. Nhóm hệ thống,danh_muc,dm_nhom_he_thong,4,"{""ma"": ""VHF"", ""ten"": ""VHF"", ""mo_ta"": ""Hệ thống thông tin liên lạc VHF hàng không (VHF Air Band Communication), phục vụ liên lạc không-địa giữa tổ bay và kiểm soát viên không lưu."", ""thu_tu"": ""7"", ""phan_loai"": ""Nhóm 1""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
3dbee6a7-922d-4188-859e-168a7253404f,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,1,"{""ma"": ""ALL_WEATHER"", ""ten"": ""All Weather, Inc. (ADB SAFEGATE)"", ""mo_ta"": ""Thương hiệu hệ thống quan trắc thời tiết hàng không, cảm biến tầm nhìn và AWOS; hiện thuộc ADB SAFEGATE."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã gộp các bản ghi trùng/biến thể: ALL_WEATHER, AWI."", ""xuat_xu"": ""Hoa Kỳ"", ""trang_web"": ""https://adbsafegate.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
76b24a1f-0ccd-4626-b690-d4d04cf1fc9d,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,2,"{""ma"": ""ATTECH"", ""ten"": ""ATTECH"", ""mo_ta"": ""Công ty TNHH Kỹ thuật Quản lý bay (Air Traffic Technical Company Limited), cung cấp và sản xuất sản phẩm/dịch vụ kỹ thuật hàng không, CNS/ATM; có sản phẩm ghi âm số AR-16-A."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã hiệu chỉnh theo đúng ATTECH Việt Nam; nguồn thiết bị ghi ATTECH Recorder AR-16-A-Standard."", ""xuat_xu"": ""Việt Nam"", ""trang_web"": ""https://attech.com.vn/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
5ce8fb8e-cdc6-4bfa-a982-45a647ecb719,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,19,"{""ma"": ""ERICO"", ""ten"": ""nVent ERICO"", ""mo_ta"": ""Thương hiệu giải pháp nối đất, liên kết đẳng thế, chống sét và bảo vệ điện thuộc nVent."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã gộp các bản ghi trùng/biến thể: ERICO, ERICO_2."", ""xuat_xu"": ""Hoa Kỳ"", ""trang_web"": ""https://www.nvent.com/en-us/erico""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
37ec2fff-2ae2-449b-98db-be46f9ebf3ea,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,20,"{""ma"": ""ETHEWAN"", ""ten"": ""EtherWAN"", ""mo_ta"": ""Nhà sản xuất switch Ethernet công nghiệp, bộ chuyển đổi quang điện và thiết bị mạng công nghiệp."", ""thu_tu"": ""0"", ""ghi_chu"": ""Tên chuẩn của hãng là EtherWAN."", ""xuat_xu"": ""Đài Loan"", ""trang_web"": ""https://www.etherwan.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
de91827d-b040-443f-a121-c388bc1dc582,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,21,"{""ma"": ""PTEL"", ""ten"": ""PTEL"", ""mo_ta"": ""Tên viết tắt/nhãn thiết bị chưa đủ thông tin để xác định chính xác nhà sản xuất."", ""thu_tu"": ""0"", ""ghi_chu"": ""Cần đối chiếu model, lĩnh vực thiết bị hoặc hồ sơ nhà cung cấp."", ""xuat_xu"": ""Việt Nam"", ""trang_web"": ""https://ptel.com.vn/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
fe52066a-60df-4d95-83d4-5b3bcde70e28,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,22,"{""ma"": ""ADVANTECH"", ""ten"": ""Advantech"", ""mo_ta"": ""Nhà cung cấp máy tính công nghiệp, thiết bị tự động hóa, IoT và nền tảng điện toán biên."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã bổ sung theo thông tin công khai của hãng."", ""xuat_xu"": ""Đài Loan"", ""trang_web"": ""https://www.advantech.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
66c5eafc-ccce-4095-82a4-3c63cc9c9d12,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,23,"{""ma"": ""N_A"", ""ten"": ""N/A"", ""thu_tu"": ""0""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
0af48c4d-20d8-41e8-bde5-b2177e0ba53e,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,24,"{""ma"": ""HP"", ""ten"": ""HP"", ""mo_ta"": ""Nhà sản xuất máy tính cá nhân, máy in và thiết bị/phụ kiện CNTT."", ""thu_tu"": ""0"", ""ghi_chu"": ""Không nhầm với Hewlett Packard Enterprise (HPE)."", ""xuat_xu"": ""Hoa Kỳ"", ""trang_web"": ""https://www.hp.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
bc0f44f5-0740-46c8-9153-c097b1ad4bdd,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,25,"{""ma"": ""VOICECOLLECT_ATIS_UHER"", ""ten"": ""VoiceCollect (ATIS UHER)"", ""mo_ta"": ""Nhà sản xuất hệ thống ghi âm thoại và dữ liệu chuyên dụng; dòng VC-MDx hỗ trợ ghi đa kênh và giao diện TDM/VoIP."", ""thu_tu"": ""63"", ""ghi_chu"": ""Chuẩn hóa từ “Atis Uher (Đức)” trong bảng nguồn; thương hiệu/sản phẩm hiện được nhận diện là VoiceCollect VC-MDx."", ""xuat_xu"": ""Đức"", ""trang_web"": ""https://www.voicecollect.de/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
316225e8-7a8e-4f8b-b35a-9bfb8170c225,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,26,"{""ma"": ""FUJITSU"", ""ten"": ""Fujitsu"", ""mo_ta"": ""Tập đoàn công nghệ cung cấp máy chủ, lưu trữ, máy tính, dịch vụ số và giải pháp CNTT."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã bổ sung theo thông tin công khai của hãng."", ""xuat_xu"": ""Nhật Bản"", ""trang_web"": ""https://www.fujitsu.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
9f0198ab-d3f7-49ff-bb6d-873933b939a0,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,27,"{""ma"": ""GILL"", ""ten"": ""Gill Instruments"", ""mo_ta"": ""Nhà sản xuất cảm biến gió siêu âm, trạm khí tượng và thiết bị đo môi trường."", ""thu_tu"": ""0"", ""ghi_chu"": ""Tên đầy đủ thường dùng: Gill Instruments."", ""xuat_xu"": ""Vương quốc Anh"", ""trang_web"": ""https://gillinstruments.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
626664bd-6550-4430-8841-a7832f5a55e2,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,28,"{""ma"": ""GLOBE"", ""ten"": ""GLOBE"", ""mo_ta"": ""Tên thương hiệu quá chung, chưa đủ thông tin để xác định đúng nhà sản xuất."", ""thu_tu"": ""0"", ""ghi_chu"": ""Cần bổ sung model, loại thiết bị hoặc ảnh nhãn."", ""xuat_xu"": ""Chưa xác định"", ""trang_web"": ""Chưa xác định""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
a62eb09e-5563-4be3-8841-5d26c898c509,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,29,"{""ma"": ""KINAN"", ""ten"": ""Kinan"", ""mo_ta"": ""Nhà sản xuất thiết bị KVM, bộ chuyển mạch console và giải pháp quản trị máy chủ."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã bổ sung theo thông tin công khai của hãng."", ""xuat_xu"": ""Trung Quốc"", ""trang_web"": ""https://www.kinankvm.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
b90e6307-5dde-4e11-805d-a28cb6a60a11,b1cb488f-49d0-4d6b-b163-670f2bf1cb01,2. Nhóm hệ thống,danh_muc,dm_nhom_he_thong,3,"{""ma"": ""AWOS"", ""ten"": ""AWOS"", ""thu_tu"": ""4"", ""phan_loai"": ""Nhóm 1""}",,staged,[],2026-07-15 15:25:50.885249+00,,,,,,,
afe7164c-4197-4aaa-898e-3a45585f5445,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,30,"{""ma"": ""LPT"", ""ten"": ""LPT"", ""mo_ta"": ""Tên viết tắt chưa đủ thông tin để xác định chính xác nhà sản xuất."", ""thu_tu"": ""0"", ""ghi_chu"": ""Cần đối chiếu model, loại thiết bị hoặc logo."", ""xuat_xu"": ""Chưa xác định"", ""trang_web"": ""Chưa xác định""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
41ebaf16-2885-4305-8042-2c17742cbfb7,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,31,"{""ma"": ""MTECH"", ""ten"": ""M-Tech"", ""mo_ta"": ""Tên thương hiệu chưa đủ đặc trưng để định danh chắc chắn nhà sản xuất."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã gộp các bản ghi trùng/biến thể: MTECH, MTECH_2, M_TECH."", ""xuat_xu"": ""Chưa xác định"", ""trang_web"": ""Chưa xác định""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
6526e6ac-7799-4971-8003-a0d1e1491874,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,32,"{""ma"": ""MEANWELL"", ""ten"": ""MEAN WELL"", ""mo_ta"": ""Nhà sản xuất bộ nguồn chuyển mạch, nguồn DIN rail, inverter và bộ sạc công nghiệp."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã gộp các bản ghi trùng/biến thể: MEANWELL, MEANWELL_2, MEANWELLS."", ""xuat_xu"": ""Đài Loan"", ""trang_web"": ""https://www.meanwell.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
b7c8759d-d92a-49fa-adcd-1058880e16a2,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,33,"{""ma"": ""METEOSERVIS"", ""ten"": ""METEOSERVIS"", ""mo_ta"": ""Nhà cung cấp hệ thống khí tượng, quan trắc sân bay và tích hợp thiết bị đo thời tiết."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã gộp các bản ghi trùng/biến thể: METEOSERVIS, METEO_SERVIS."", ""xuat_xu"": ""Cộng hòa Séc"", ""trang_web"": ""https://www.meteoservis.cz/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
cf9ee47f-7710-443a-9b91-d91fce589a95,283c2f7f-b6f8-471d-860d-5fc6341b3f6c,3. Nhà sản xuất,danh_muc,dm_nha_san_xuat,34,"{""ma"": ""MICROSTEP_MIS"", ""ten"": ""MicroStep-MIS"", ""mo_ta"": ""Nhà phát triển hệ thống quan trắc khí tượng, AWOS, khí hậu, môi trường và xử lý dữ liệu."", ""thu_tu"": ""0"", ""ghi_chu"": ""Đã bổ sung theo thông tin công khai của hãng."", ""xuat_xu"": ""Slovakia"", ""trang_web"": ""https://www.microstep-mis.com/""}",,staged,[],2026-07-13 03:46:33.84702+00,,,,,,,
